date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:11	77596/77596	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:12%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Data-Scientist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Data-Scientist-in-India-Career-Guidance.html	(from )
15:18:12	82146/82146	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:12%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Video-game-Designer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Video-game-Designer-in-India-Career-Guidance.html	(from )
15:18:12	76931/76931	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:13%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Geologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Geologist-in-India-Career-Guidance.html	(from )
15:18:13	76880/76880	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:13%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Agricultural-Scientist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Agricultural-Scientist-in-India-Career-Guidance.html	(from )
15:18:13	76972/76972	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:14%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Veterinary-Doctor-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Veterinary-Doctor-in-India-Career-Guidance.html	(from )
15:18:14	75853/75853	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:14%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Environmental-Scientist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Environmental-Scientist-in-India-Career-Guidance.html	(from )
15:18:14	77630/77630	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:14%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Food-scientist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Food-scientist-in-India-Career-Guidance.html	(from )
15:18:14	72337/72337	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:15%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Agri-Business-Management-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Agri-Business-Management-in-India-Career-Guidance.html	(from )
15:18:15	73563/73563	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:15%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Agriculture-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Agriculture-Engineer-in-India-Career-Guidance.html	(from )
15:18:15	77223/77223	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:16%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Forest-Officer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Forest-Officer-in-India-Career-Guidance.html	(from )
15:18:16	70231/70231	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:16%20GMT	https://www.edumilestones.com/career-library/Should-I-to-become-a-Wildlife-Biologist-in-India-Career-Guidance-2022-23	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/Should-I-to-become-a-Wildlife-Biologist-in-India-Career-Guidance-2022-23.html	(from )
15:18:16	69742/69742	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:17%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Oceanography-in-India-Career-Guidance-2022-23	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Oceanography-in-India-Career-Guidance-2022-23.html	(from )
15:18:17	78243/78243	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:17%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Dentist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Dentist-in-India-Career-Guidance.html	(from )
15:18:17	81792/81792	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:17%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Homeopathy-Doctor-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Homeopathy-Doctor-in-India-Career-Guidance.html	(from )
15:18:17	79444/79444	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:18%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Ayurvedic-doctor-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Ayurvedic-doctor-in-India-Career-Guidance.html	(from )
15:18:18	79094/79094	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:18%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Physiotherapist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Physiotherapist-in-India-Career-Guidance.html	(from )
15:18:18	81594/81594	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:19%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Medical-Laboratory-Technician-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Medical-Laboratory-Technician-in-India-Career-Guidance.html	(from )
15:18:19	76498/76498	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:19%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-medical-transcriptionist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-medical-transcriptionist-in-India-Career-Guidance.html	(from )
15:18:20	78309/78309	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:20%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Nurse-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Nurse-in-India-Career-Guidance.html	(from )
15:18:20	79083/79083	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:20%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Pharmacist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Pharmacist-in-India-Career-Guidance.html	(from )
15:18:21	79368/79368	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:21%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Dietician-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Dietician-in-India-Career-Guidance.html	(from )
15:18:21	79729/79729	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:21%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Optometrist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Optometrist-in-India-Career-Guidance.html	(from )
15:18:22	82516/82516	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:22%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Audiologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Audiologist-in-India-Career-Guidance.html	(from )
15:18:22	81560/81560	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:22%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Doctor-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Doctor-in-India-Career-Guidance.html	(from )
15:18:22	78420/78420	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:23%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Operation-Theatre-Technologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Operation-Theatre-Technologist-in-India-Career-Guidance.html	(from )
15:18:23	78388/78388	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:23%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Hospital-Management-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Hospital-Management-in-India-Career-Guidance.html	(from )
15:18:23	76385/76385	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:24%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Radiology-Technician-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Radiology-Technician-in-India-Career-Guidance.html	(from )
15:18:24	78761/78761	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:24%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-public-healthcare-administration-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-public-healthcare-administration-in-India-Career-Guidance.html	(from )
15:18:24	75747/75747	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:25%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Biomedical-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Biomedical-Engineer-in-India-Career-Guidance.html	(from )
15:18:25	76751/76751	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:25%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Engineer-in-India-Career-Guidance.html	(from )
15:18:25	75403/75403	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:25%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-astronomer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-astronomer-in-India-Career-Guidance.html	(from )
15:18:26	76330/76330	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:26%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Robotics-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Robotics-Engineer-in-India-Career-Guidance.html	(from )
15:18:27	72116/72116	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:27%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Internet-of-Things-(IOT)-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Internet-of-Things-(IOT)-in-India-Career-Guidance.html	(from )
15:18:27	71259/71259	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:27%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Nanotechnologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Nanotechnologist-in-India-Career-Guidance.html	(from )
15:18:28	78610/78610	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:28%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-GIS-Expert-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-GIS-Expert-in-India-Career-Guidance.html	(from )
15:18:29	76659/76659	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:29%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Chemical-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Chemical-Engineer-in-India-Career-Guidance.html	(from )
15:18:29	73936/73936	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:29%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Fashion-Technology-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Fashion-Technology-in-India-Career-Guidance.html	(from )
15:18:29	71135/71135	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:30%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Dairy-Technology-in-India-Career-Guidance-2022-23	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Dairy-Technology-in-India-Career-Guidance-2022-23.html	(from )
15:18:30	73615/73615	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:30%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-statistician-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-statistician-in-India-Career-Guidance.html	(from )
15:18:30	76585/76585	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:31%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Clinical-research-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Clinical-research-in-India-Career-Guidance.html	(from )
15:18:31	83563/83563	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:31%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Fisheries-Biologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Fisheries-Biologist-in-India-Career-Guidance.html	(from )
15:18:31	81310/81310	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:32%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Genetics-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Genetics-in-India-Career-Guidance.html	(from )
15:18:32	76018/76018	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:32%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Biochemist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Biochemist-in-India-Career-Guidance.html	(from )
15:18:32	83414/83414	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:33%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Microbiologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Microbiologist-in-India-Career-Guidance.html	(from )
15:18:33	81519/81519	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:33%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Archaeologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Archaeologist-in-India-Career-Guidance.html	(from )
15:18:34	78341/78341	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:33%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-biotechnologist-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-biotechnologist-in-India-Career-Guidance.html	(from )
15:18:35	78502/78502	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:35%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Bioinformatics-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Bioinformatics-in-India-Career-Guidance.html	(from )
15:18:36	68578/68578	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:35%20GMT	https://www.edumilestones.com/career-library/Should-I-to-become-a-physiologist-in-India-Career-Guidance-2022-23	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/Should-I-to-become-a-physiologist-in-India-Career-Guidance-2022-23.html	(from )
15:18:37	73785/73785	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:36%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Civil-Engineer-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Civil-Engineer-in-India-Career-Guidance.html	(from )
15:18:37	79223/79223	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:37%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Architect-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Architect-in-India-Career-Guidance.html	(from )
15:18:38	74565/74565	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:38%20GMT	https://www.edumilestones.com/career-library/How-to-make-a-career-in-Construction-Management-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-make-a-career-in-Construction-Management-in-India-Career-Guidance.html	(from )
15:18:38	72848/72848	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:39%20GMT	https://www.edumilestones.com/career-library/How-to-become-a-Landscape-Architect-in-India-Career-Guidance	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/How-to-become-a-Landscape-Architect-in-India-Career-Guidance.html	(from )
15:18:39	70553/70553	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:39%20GMT	https://www.edumilestones.com/career-library/Should-I-to-become-a-urban-planner-in-India-Career-Guidance-2022-23	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/Should-I-to-become-a-urban-planner-in-India-Career-Guidance-2022-23.html	(from )
15:18:39	23/23	---M--	200	added ('OK')	text/plain	etag:%2217-5ddafaf63f878%22	https://www.edumilestones.com/robots.txt		(from )
15:18:39	345/345	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Apr%202025%2009:48:40%20GMT	https://www.edumilestones.com/career-library/all	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/all	(from https://www.edumilestones.com/career-library/)
15:18:40	20564/20564	---M-Z	200	added ('OK')	text/css	etag:%225054-5ddafb8bef8a1-gzip%22	https://www.edumilestones.com/careerpedia/style.css	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/careerpedia/style.css	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:40	121218/121218	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2009:48:41%20GMT	https://www.edumilestones.com/career-library/all/	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/all/index.html	(from https://www.edumilestones.com/career-library/)
15:18:41	121457/121457	---MCZ	200	added ('OK')	text/css	etag:W/%229568d6466155669e72ed389ebb1d22f3%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.4.0/css/bootstrap.min.css	C:/My%20Web%20Sites/nexgen%20links/maxcdn.bootstrapcdn.com/bootstrap/3.4.0/css/bootstrap.min.css	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:41	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/nexgen%20links/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:42	37608/37608	---MCZ	200	added ('OK')	application/javascript	etag:W/%223d8308804264c5b751f6e54734c46897%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.4.0/js/bootstrap.min.js	C:/My%20Web%20Sites/nexgen%20links/maxcdn.bootstrapcdn.com/bootstrap/3.4.0/js/bootstrap.min.js	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:42	55111/55111	---MCZ	200	added ('OK')	text/css	etag:W/%22e4c542a7f6bf6f74fdd8cdf6e8096396%22	https://use.fontawesome.com/releases/v5.8.1/css/all.css	C:/My%20Web%20Sites/nexgen%20links/use.fontawesome.com/releases/v5.8.1/css/all.css	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:42	345/345	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Apr%202025%2009:48:44%20GMT	https://edumilestones.com/blog/images/favicon.png	C:/My%20Web%20Sites/nexgen%20links/edumilestones.com/blog/images/favicon.44.delayed	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:43	44255/44255	---M--	200	added ('OK')	image/png	etag:%22acdf-5827a65f92100%22	https://www.edumilestones.com/blog/images/favicon.png	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/blog/images/favicon.png	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Apr%202025%2009:48:44%20GMT	https://www.edumilestones.com/career-library/GET	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/career-library/GET.46.delayed	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:43	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%220a4b2dfdbc0964c7ab8e64567b6ee515%22	https://connect.facebook.net/en_GB/sdk.js	C:/My%20Web%20Sites/nexgen%20links/connect.facebook.net/en_GB/sdk.js	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:44	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2004%20Apr%202025%2009:48:45%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/nexgen%20links/www.googletagmanager.com/gtm.485445.delayed	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:44	275348/275348	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2004%20Apr%202025%2009:48:45%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/nexgen%20links/connect.facebook.net/en_US/fbevents.js	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
15:18:44	1728/1728	---M-Z	200	added ('OK')	application/javascript	etag:%226c0-5ee43ea14bb40-gzip%22	https://www.edumilestones.com/__tracker.js	C:/My%20Web%20Sites/nexgen%20links/www.edumilestones.com/__tracker.js	(from https://www.edumilestones.com/career-library/How-to-become-a-Software-Engineer-in-India-Career-Guidance)
